image_id,filename,model,true_class,predicted_class,confidence,failure_type,target_layer,gradcam_filepath
557,meningioma/Te-me_148.jpg,EfficientNetB0,meningioma,meningioma,0.58056640625,pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img557_pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0.png
557,meningioma/Te-me_148.jpg,ResNet50,meningioma,glioma,0.75244140625,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img557_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
557,meningioma/Te-me_148.jpg,ResNet50,meningioma,glioma,0.75244140625,pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img557_pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0.png
557,meningioma/Te-me_148.jpg,VGG16,meningioma,meningioma,0.869140625,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img557_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
569,meningioma/Te-me_159.jpg,EfficientNetB0,meningioma,meningioma,0.91748046875,pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img569_pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0.png
569,meningioma/Te-me_159.jpg,VGG16,meningioma,pituitary,0.771484375,pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img569_pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0.png
595,meningioma/Te-me_182.jpg,EfficientNetB0,meningioma,notumor,0.51904296875,pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img595_pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0.png
595,meningioma/Te-me_182.jpg,ResNet50,meningioma,glioma,0.85888671875,pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img595_pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0.png
616,meningioma/Te-me_200.jpg,ResNet50,meningioma,glioma,0.583984375,pairwise_both_wrong_different_preds_VGG16_vs_ResNet50,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img616_pairwise_both_wrong_different_preds_VGG16_vs_ResNet50.png
616,meningioma/Te-me_200.jpg,VGG16,meningioma,pituitary,0.689453125,pairwise_both_wrong_different_preds_VGG16_vs_ResNet50,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img616_pairwise_both_wrong_different_preds_VGG16_vs_ResNet50.png
625,meningioma/Te-me_209.jpg,ResNet50,meningioma,pituitary,0.56982421875,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img625_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
625,meningioma/Te-me_209.jpg,VGG16,meningioma,meningioma,0.9462890625,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img625_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
634,meningioma/Te-me_217.jpg,ResNet50,meningioma,meningioma,0.96435546875,pairwise_A_wrong_B_correct_VGG16_vs_ResNet50,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img634_pairwise_A_wrong_B_correct_VGG16_vs_ResNet50.png
634,meningioma/Te-me_217.jpg,VGG16,meningioma,pituitary,0.5654296875,pairwise_A_wrong_B_correct_VGG16_vs_ResNet50,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img634_pairwise_A_wrong_B_correct_VGG16_vs_ResNet50.png
644,meningioma/Te-me_226.jpg,EfficientNetB0,meningioma,meningioma,0.7265625,pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img644_pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0.png
644,meningioma/Te-me_226.jpg,ResNet50,meningioma,glioma,0.87890625,pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img644_pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0.png
660,meningioma/Te-me_240.jpg,ResNet50,meningioma,meningioma,0.8701171875,pairwise_A_wrong_B_correct_VGG16_vs_ResNet50,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img660_pairwise_A_wrong_B_correct_VGG16_vs_ResNet50.png
660,meningioma/Te-me_240.jpg,VGG16,meningioma,pituitary,0.673828125,pairwise_A_wrong_B_correct_VGG16_vs_ResNet50,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img660_pairwise_A_wrong_B_correct_VGG16_vs_ResNet50.png
662,meningioma/Te-me_242.jpg,EfficientNetB0,meningioma,pituitary,0.9267578125,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img662_pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0.png
662,meningioma/Te-me_242.jpg,ResNet50,meningioma,meningioma,1.0,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img662_pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0.png
695,meningioma/Te-me_272.jpg,EfficientNetB0,meningioma,pituitary,0.591796875,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img695_pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0.png
695,meningioma/Te-me_272.jpg,ResNet50,meningioma,meningioma,0.75341796875,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img695_pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0.png
698,meningioma/Te-me_275.jpg,EfficientNetB0,meningioma,glioma,0.84130859375,model_specific_failure,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img698_model_specific_failure.png
724,meningioma/Te-me_30.jpg,EfficientNetB0,meningioma,glioma,0.544921875,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img724_pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0.png
724,meningioma/Te-me_30.jpg,VGG16,meningioma,meningioma,0.986328125,pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img724_pairwise_A_correct_B_wrong_VGG16_vs_EfficientNetB0.png
728,meningioma/Te-me_34.jpg,EfficientNetB0,meningioma,glioma,0.9697265625,glioma_meningioma_confusion,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img728_glioma_meningioma_confusion.png
730,meningioma/Te-me_36.jpg,EfficientNetB0,meningioma,meningioma,0.72412109375,pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img730_pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0.png
730,meningioma/Te-me_36.jpg,ResNet50,meningioma,glioma,0.88720703125,pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img730_pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0.png
730,meningioma/Te-me_36.jpg,ResNet50,meningioma,glioma,0.88720703125,glioma_meningioma_confusion,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img730_glioma_meningioma_confusion.png
736,meningioma/Te-me_41.jpg,ResNet50,meningioma,pituitary,0.595703125,model_specific_failure,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img736_model_specific_failure.png
740,meningioma/Te-me_45.jpg,ResNet50,meningioma,glioma,0.85888671875,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img740_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
740,meningioma/Te-me_45.jpg,VGG16,meningioma,meningioma,0.87353515625,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img740_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
778,meningioma/Te-me_8.jpg,EfficientNetB0,meningioma,notumor,0.5341796875,model_specific_failure,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img778_model_specific_failure.png
784,meningioma/Te-me_85.jpg,EfficientNetB0,meningioma,glioma,0.51318359375,pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img784_pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0.png
784,meningioma/Te-me_85.jpg,ResNet50,meningioma,pituitary,0.654296875,pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img784_pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0.png
788,meningioma/Te-me_89.jpg,EfficientNetB0,meningioma,meningioma,0.875,pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img788_pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0.png
788,meningioma/Te-me_89.jpg,ResNet50,meningioma,glioma,0.60400390625,pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img788_pairwise_A_wrong_B_correct_ResNet50_vs_EfficientNetB0.png
788,meningioma/Te-me_89.jpg,ResNet50,meningioma,glioma,0.60400390625,glioma_meningioma_confusion,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img788_glioma_meningioma_confusion.png
792,meningioma/Te-me_92.jpg,EfficientNetB0,meningioma,pituitary,0.93505859375,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img792_pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0.png
792,meningioma/Te-me_92.jpg,ResNet50,meningioma,meningioma,0.83984375,pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img792_pairwise_A_correct_B_wrong_ResNet50_vs_EfficientNetB0.png
1175,notumor/Te-no_77.jpg,EfficientNetB0,notumor,notumor,0.90234375,pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img1175_pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0.png
1175,notumor/Te-no_77.jpg,ResNet50,notumor,notumor,0.7138671875,pairwise_A_wrong_B_correct_VGG16_vs_ResNet50,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img1175_pairwise_A_wrong_B_correct_VGG16_vs_ResNet50.png
1175,notumor/Te-no_77.jpg,VGG16,notumor,meningioma,0.568359375,pairwise_A_wrong_B_correct_VGG16_vs_ResNet50,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img1175_pairwise_A_wrong_B_correct_VGG16_vs_ResNet50.png
1175,notumor/Te-no_77.jpg,VGG16,notumor,meningioma,0.568359375,pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img1175_pairwise_A_wrong_B_correct_VGG16_vs_EfficientNetB0.png
1445,pituitary/Te-pi_32.jpg,VGG16,pituitary,glioma,0.5322265625,model_specific_failure,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img1445_model_specific_failure.png
1448,pituitary/Te-pi_322.jpg,EfficientNetB0,pituitary,glioma,0.60791015625,model_specific_failure,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img1448_model_specific_failure.png
1497,pituitary/Te-pi_367.jpg,EfficientNetB0,pituitary,glioma,0.8173828125,pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img1497_pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0.png
1497,pituitary/Te-pi_367.jpg,EfficientNetB0,pituitary,glioma,0.8173828125,pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img1497_pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0.png
1497,pituitary/Te-pi_367.jpg,ResNet50,pituitary,meningioma,0.5439453125,pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img1497_pairwise_both_wrong_different_preds_ResNet50_vs_EfficientNetB0.png
1497,pituitary/Te-pi_367.jpg,VGG16,pituitary,meningioma,0.68310546875,pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img1497_pairwise_both_wrong_different_preds_VGG16_vs_EfficientNetB0.png
1541,pituitary/Te-pi_46.jpg,ResNet50,pituitary,glioma,0.88330078125,model_specific_failure,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img1541_model_specific_failure.png
